"","item_ID","label","english","description","comment","response_scale_discrete","response_scale_vas","branched_from","branched_response","beep_level","beeps_per_day","morning","evening","event","other","children","adolescents","adults","elderly","gen_pop","outpatient","inpatient","which","dataset","contact","open","open_link","request","closed","citation","existing_adapt","existing_ref","how_admin","how_long_beep","reliability","validity","development","item_use","item_instructions","item_other","X","tag"
"1708",1708,"Mijn gedachten zijn moeilijk uit te drukken in woorden","My thoughts are difficult to express in words","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1708,""
"1709",1709,"Ik voel me onwerkelijk","I feel unreal","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","yes","Myin-Germeys I, Marcelis M, Krabbendam L, Delespaul P, van Os J. 2005c. Subtle fluctuations in psychotic phenomena as functional states of abnormal dopamine reactivity in individuals at risk. Biol Psychiatry 58(2):105–110.","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1709,""
"1710",1710,"Ik ben bang iets onbeheerst te doen","I fear to lose control","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1710,""
"1711",1711,"Mijn gedachten gaan snel","My thoughts are racing","Psychopathology (psychosis)","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","ESM psychosis' Cronbach's alpha = .77","","ESM psychosis' = sumscore of psychosis symptoms items. A sumscore was preferred over other approaches (e.g. using the highest symptom score as measure for psychosis) because the ESM psychosis measure had to allow to pick up subtle fluctuations in psychotic symptomatology reactive to small, daily life stressors; a score that ranges from 9 to 63 (as in a sumscore) is more likely to allow this than a score that only ranges from 1 to 7 (as in the highest psychotic symptom score). Furthermore, the use of a sumscore was chosen because of its consistency with previous ESM studies that examined psychotic reactivity to daily life stressors [MyinGermeys et al., 2005a,b].","","","",1711,""
"1712",1712,"Sinds de vorige piep heb ik me lichamelijk ingespannen (vb rusten, zitten, wandelen, stofzuigen, fietsen, tenissen, rennen)","Since the last beep I have engaged in physical activity (e.g., resting, sitting, walking, etc.)","Physical","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1712,""
"1713",1713,"Ik voel me hongerig","I feel hungry","Physical","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1713,""
"1714",1714,"Ik voel me lichamelijk gezond","I feel physically healthy","Physical","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1714,"activity;physical health"
"1715",1715,"Wat doe ik (vlak voordat de piep afging)?","What am I doing (right before the beep)? ","activity","","Open text answer (categorical)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1715,"physical health"
"1716",1716,"Ik zou liever wat (/iets) anders doen","I would rather be doing something else","activity","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1716,"physical health"
"1717",1717,"Het (Dit) kost mij moeite","This is difficult for me","activity","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1717,"activity"
"1718",1718,"Dit kan ik goed","I can do this well","activity","","7-point scale (1= not at all/niet, 7 = very much/zeer) (discrete)","","","","x","12","","","","","","","yes","","yes","yes","yes","psychotic disorder & cannabis users","mcs","Cecile Henquet (cecile.henquet@sp.unimaas.nl)","No","","yes (info@esm-maastricht.nl)","","Henquet, C., Rosa, A., Delespaul, P., Papiol, S., Fananás, L., van Os, J., & Myin-Germeys, I. (2009). COMT ValMet moderation of cannabis-induced psychosis: a momentary assessment study of 'switching on' hallucinations in the flow of daily life. Acta Psychiatr Scand, 119(2), 156-160. (doi:10.1111/j.1600-0447.2008.01265.x) AND van Winkel, R., Henquet, C., Rosa, A., Papiol, S., Fananás, L., De Hert, M., . . . Myin-Germeys, I. (2008). Evidence that the COMT(Val158Met) polymorphism moderates sensitivity to stress in psychosis: an experience-sampling study. American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics, 147B(1), 10-17. (doi:10.1002/ajmg.b.30559)/ ","","","paper/pen + wristwatch that emitted beep","15 minutes","","","","","","",1718,"activity;appraisal"
