"","item_ID","label","description","english","tag_automated","check1_tag_remove","check1_tag_add","tag_automated_check1","check2_tag_remove","check2_tag_add","check2_tag_new","edited_by","tag_final"
"1869",1869,"Ik voel me niet lekker","Physical","I don't feel well","","","physical health","physical health","","","","Milla;Christina","physical health"
"1870",1870,"Ik ben moe","Physical","I feel tired","fatigue","","physical health","fatigue;physical health","","","","Milla;Christina","fatigue;physical health"
"1871",1871,"Wat ben ik aan het doen (vlak voordat de beep afging)?","Acitivity","What am I doing (just before the beep)? ","activity","","","activity","","","","Milla;Christina","activity"
"1872",1872,"Ik zou liever wat (/iets) anders doen","Acitivity appraisal","I would prefer to do something else","appraisal","","activity","appraisal;activity","","","","Milla;Christina","appraisal;activity"
"1873",1873,"Ik kan deze activiteit goed","Acitivity appraisal","I am skilled at doing this activity","activity;appraisal","","","activity;appraisal","","self-esteem","","Milla;Christina","activity;appraisal;self-esteem"
"1874",1874,"Deze activiteit kost mij moeite","Acitivity appraisal","This activity requires effort","activity;appraisal","","","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1875",1875,"Ik vind deze activiteit leuk","Acitivity appraisal","I enjoy this activity","activity;appraisal","","","activity;appraisal","","","","Milla;Christina","activity;appraisal"
"1876",1876,"Deze activiteit is een uitdaging","Acitivity appraisal","This is a challenge","appraisal","","activity","appraisal;activity","","","","Milla;Christina","appraisal;activity"
"1877",1877,"Ik heb het gevoel dat ik actief bezig ben","Acitivity appraisal","I feel I'm being active","appraisal","","activity","appraisal;activity","","","","Milla;Christina","appraisal;activity"
"1878",1878,"Waar ben ik?","Location","Where am I?","location","","","location","","social context","","Milla;Christina","location;social context"
"1879",1879,"Ik ben alleen","Social context","I am alone","social context","","","social context","","","","Milla;Christina","social context"
"1880",1880,"Met wie ben ik?","Social context","Who am I with","social context","","","social context","","","","Milla;Christina","social context"
"1881",1881,"Ik zou liever alleen zijn","Social context","I would prefer to be alone","social context","","appraisal","social context;appraisal","","","","Milla;Christina","social context;appraisal"
"1882",1882,"Ik vind dit gezelschap aangenaam","Social context","I find the people I am with pleasant","social context","","appraisal","social context;appraisal","","","","Milla;Christina","social context;appraisal"
"1883",1883,"Ik voel me geaccepteerd","Social context","I feel accepted","social context","","appraisal","social context;appraisal","","","","Milla;Christina","social context;appraisal"
"1884",1884,"Hoeveel mannen zijn er aanwezig?","Social context","How many men are present?","social context","","","social context","","","","Milla;Christina","social context"
"1885",1885,"Hoeveel vrouwen zijn er aanwezig?","Social context","How many women are present?","social context","","","social context","","","","Milla;Christina","social context"
"1886",1886,"Hoeveel kinderen zijn er aanwezig?","Social context","How many children are present?","social context","","","social context","","","","Milla;Christina","social context"
"1887",1887,"We zijn samen iets aan het doen","Social context","We are doing something together","social context","social context","social interaction","social interaction","","","","Milla;Christina","social interaction"
"1888",1888,"Sinds de vorige beep gebruikte ik…  ","Substance use","Since the last beep I used… ","substance use","","","substance use","","","","Milla;Christina","substance use"
"1889",1889,"Alcohol om … uur …","Substance use","Alcohol at … hours …","substance use","","","substance use","","","","Milla;Christina","substance use"
"1890",1890,"Medicatie om … uur … ","Substance use","Medication at …. hours … min","substance use","","","substance use","","","","Milla;Christina","substance use"
"1891",1891,"Sinds de vorige beep is het belangrijkste wat er gebeurd is … ","event","Since the last beep the most important thing that has happened is …","event","","","event","","appraisal","","Milla;Christina","event;appraisal"
"1892",1892,"Deze situatie was… ","event","This situation was …. ","event","","appraisal","event;appraisal","","","","Milla;Christina","event;appraisal"
"1893",1893,"Deze piep stoorde mij","beep disturbance","This beep disturbed me","methodological","","","methodological","","","","Milla;Christina","methodological"
"1894",1894,"Het is nu …uur…min ","response time","It now is …h …min ","","","","","","","","Milla;Christina",""
"1895",1895,"Ik ga nu slapen. Het is nu … uur en … min","Evening","I'm going to bed now. It is now … hours and … min","evening","","","","","","","Milla;Christina",""
"1896",1896,"Ik vond dit een gewone dag","Evening","This was an ordinary day","evening","","","","","","","Milla;Christina",""
"1897",1897,"Het invullen van het boekje heeft mijn stemming beïnvloed","Evening","Filling in the booklet influenced my mood","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1898",1898,"Zonder de pieper zou ik vandaag andere dingen gedaan hebben","Evening","If I hadn't had the pager (PM: the device) I would have done other things today","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1899",1899,"Ik ben vandaag gaan werken / studeren / naar school gegaan","Evening","I went to work/study today","evening","","activity","activity","","","","Milla;Christina","activity"
"1900",1900,"Werk van …u en …min tot … u en … min","Evening","Work from …..hrs …min   to …hrs …min","evening","","","","","methodological","","Milla;Christina","methodological"
"1901",1901,"Ik heb het boekje niet ingevuld van …u en …min tot … u en .. Min","Evening","I did not fill in the booklet from …hrs …min to … hrs …. Min","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1902",1902,"Reden van niet invullen: …","Evening","Reason for not filling in the booklet: …","evening","","methodological","methodological","","","","Milla;Christina","methodological"
"1903",1903,"Globaal gezien heb ik vandaag veel gepiekerd","Evening","Generally, I worried at lot today","anxiety;worry;evening","","","anxiety;worry","","negative affect","","Milla;Christina","anxiety;worry;negative affect"
"1904",1904,"Ik heb vandaag mindfulness oefeningen gedaan","Evening","I did mindfulness exercises today","attention;physical health;evening","attention;physical health","","","","activity;emotion regulation","","Milla;Christina","activity;emotion regulation"
"1905",1905,"Hoe lang heb je mindfulness oefeningen gedaan?","Evening","How long did the mindfulness exercises take?","attention;physical health;evening","attention;physical health","","","","","","Milla;Christina",""
"1906",1906,"Ik heb vandaag actief geprobeerd om in het hier en nu te leven","Evening","Today I actively tried to live in the present ","evening","","","","","","","Milla;Christina",""
"1907",1907,"Globaal gezien was ik vandaag bewust bezig met wat ik deed","Evening","Generally, I was consciously thinking about what I was doing today","evening","","","","","","","Milla;Christina",""
"1908",1908,"Hoe laat is het nu (tijd van opstaan)?","Sleep quality","What time is it? (wake up time)","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1909",1909,"Hoe lang duurde het voordat ik gisterenavond insliep","Sleep quality","How long did it take before I fell asleep last night","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1910",1910,"Hoe vaak werd ik afgelopen nacht wakker","Sleep quality","How often did I wake up last night","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1911",1911,"Hoe lang lag ik vanmorgen wakker voordat ik opstond?","Sleep quality","How long did I lie awake this morning before getting up","arousal;sleep;morning","arousal","","sleep","","","","Milla;Christina","sleep"
"1912",1912,"Ik heb goed geslapen ","Sleep quality","I slept well","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1913",1913,"Mijn eerste klacht is.. ","Sleep quality","My first complaint is..","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1914",1914,"Mijn tweede klacht is … ","Sleep quality","My second complaint is…","sleep;morning","","","sleep","","","","Milla;Christina","sleep"
"1915",1915,"Wat dacht u op het moment van de piep? ","thoughts","What am I thinking?/ What are my thoughts?","morning","","cognition","cognition","","","","Milla;Christina","cognition"
"1916",1916,"Dit is een duidelijke gedachte","thoughts","This thought was clear","morning","","cognition;appraisal","cognition;appraisal","","","","Milla;Christina","cognition;appraisal"
"1917",1917,"Dit is een gewone gedachte","thoughts","This is an ordinary thought","morning","","cognition;appraisal","cognition;appraisal","","","","Milla;Christina","cognition;appraisal"
"1918",1918,"Dit is een plezierige gedachte","thoughts","This thought was pleasant","morning","","cognition;appraisal","cognition;appraisal","","","","Milla;Christina","cognition;appraisal"
"1919",1919,"Ik kan me moeilijk concentreren","Negative affect","I have a hard time concentrating","cognition;negative affect","","","cognition;negative affect","","attention","","Milla;Christina","cognition;negative affect;attention"
"1920",1920,"Ik voel me opgewekt","Positive affect","I feel cheerful","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1921",1921,"Ik voel me ontspannen","Positive affect","I feel relaxed","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1922",1922,"Ik voel me tevreden","Positive affect","I feel satisfied","positive affect","","","positive affect","","","","Milla;Christina","positive affect"
"1923",1923,"Ik voel me kwaad","Negative affect","I feel angry","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1924",1924,"Ik voel me eenzaam","Negative affect","I feel lonely","negative affect","","","negative affect","","","","Milla;Christina","negative affect"
"1925",1925,"Ik voel me angstig","Negative affect","I feel anxious","anxiety;negative affect;worry","","","anxiety;negative affect;worry","","","","Milla;Christina","anxiety;negative affect;worry"
